layer,head,openness,switchiness,frac_closed,ch_lo_frac,ch_hi_frac,min_ch_mean,n_ch_mean_lt_01
43,11,0.067,0.017,0.9713,0.7841,0.0,0.0083,102
43,12,0.0957,0.0411,0.6265,0.6425,0.0,0.0336,80
43,13,0.1,0.0252,0.5735,0.6045,0.0,0.0192,65
43,14,0.0651,0.0198,0.9546,0.8102,0.0,0.0101,110
43,15,0.1071,0.0401,0.5341,0.5716,0.0,0.0098,60
43,16,0.1936,0.11,0.2114,0.2283,0.0,0.133,0
43,17,0.2053,0.1157,0.1706,0.1924,0.0,0.1334,0
43,18,0.2212,0.0957,0.0685,0.1142,0.0,0.153,0
43,19,0.1809,0.0957,0.2098,0.2314,0.0,0.112,0
43,20,0.2288,0.1256,0.1419,0.1613,0.0,0.1528,0
43,21,0.1948,0.1016,0.1725,0.1996,0.0,0.097,1
43,22,0.1748,0.0912,0.2194,0.242,0.0,0.1216,0
43,23,0.2124,0.116,0.1521,0.1748,0.0,0.1499,0
43,24,0.213,0.1184,0.1615,0.1807,0.0,0.1397,0
43,25,0.21,0.118,0.172,0.1903,0.0,0.1358,0
43,26,0.1942,0.104,0.1811,0.2045,0.0,0.122,0
43,27,0.179,0.0808,0.1565,0.2287,0.0,0.0959,1
43,28,0.2256,0.1267,0.1346,0.1588,0.0,0.1481,0
43,29,0.1781,0.0871,0.1839,0.2173,0.0,0.1228,0
43,30,0.1854,0.1006,0.2032,0.2272,0.0,0.0995,1
43,31,0.2223,0.1234,0.1481,0.1723,0.0,0.0752,1
44,0,0.0517,0.0144,0.9976,0.8861,0.0,0.008,118
44,1,0.0273,0.0162,0.9923,0.9643,0.0,0.0066,127
44,2,0.0373,0.0151,0.9975,0.9442,0.0,0.0073,128
44,3,0.0353,0.0117,0.9979,0.9361,0.0,0.0064,124
44,4,0.0237,0.0108,0.9979,0.9756,0.0,0.0057,127
44,5,0.025,0.0109,0.9979,0.9674,0.0,0.0055,125
44,6,0.0494,0.0165,0.9836,0.8277,0.0,0.0041,105
44,7,0.0492,0.0122,0.9978,0.8973,0.0,0.0064,120
44,8,0.0251,0.01,0.9979,0.9767,0.0,0.0066,128
44,9,0.0815,0.0318,0.7709,0.7079,0.0,0.0121,85
44,10,0.0386,0.0104,0.9979,0.9148,0.0,0.0035,121
44,11,0.0264,0.0106,0.9979,0.9699,0.0,0.0057,127
44,12,0.0383,0.012,0.997,0.9361,0.0,0.011,122
44,13,0.0302,0.0093,0.9979,0.9446,0.0,0.0069,123
44,14,0.0296,0.0089,0.9979,0.9709,0.0,0.0093,127
44,15,0.0293,0.0099,0.9979,0.9524,0.0,0.0052,125
44,16,0.1799,0.0794,0.1619,0.2115,0.0,0.11,0
44,17,0.2082,0.0766,0.0667,0.1189,0.0,0.0755,1
44,18,0.1592,0.0904,0.255,0.3145,0.0,0.0629,4
44,19,0.2247,0.0835,0.0482,0.0985,0.0,0.1003,0
44,20,0.2182,0.0816,0.051,0.0994,0.0,0.1305,0
44,21,0.2507,0.0884,0.0293,0.0669,0.0,0.1672,0
44,22,0.163,0.0945,0.2473,0.3019,0.0,0.0766,2
44,23,0.1531,0.0788,0.2474,0.3134,0.0,0.0432,3
44,24,0.1487,0.0794,0.2823,0.3418,0.0,0.0855,3
44,25,0.1372,0.0681,0.3238,0.3772,0.0,0.0294,5
44,26,0.1705,0.0935,0.2043,0.2667,0.0,0.0769,3
44,27,0.2174,0.1046,0.0997,0.1508,0.0,0.078,1
44,28,0.0721,0.0237,0.874,0.7973,0.0,0.0051,98
44,29,0.1578,0.0802,0.2282,0.2874,0.0,0.0419,2
44,30,0.1397,0.0782,0.3547,0.3884,0.0,0.0356,3
44,31,0.1395,0.0721,0.3135,0.3718,0.0,0.0761,2
45,0,0.026,0.0121,0.9982,0.9609,0.0,0.004,127
45,1,0.0439,0.0151,0.9949,0.8929,0.0,0.0059,117
45,2,0.0345,0.0138,0.9976,0.9209,0.0,0.0025,119
45,3,0.0591,0.0222,0.9464,0.8626,0.0,0.0102,123
45,4,0.0435,0.0174,0.9913,0.9161,0.0,0.0081,125
45,5,0.0375,0.022,0.9718,0.9227,0.0,0.0042,121
45,6,0.0341,0.0135,0.9974,0.9359,0.0,0.0032,122
45,7,0.0262,0.0101,0.9982,0.9536,0.0,0.0031,125
45,8,0.0289,0.0161,0.9942,0.9496,0.0,0.0032,124
45,9,0.0254,0.0091,0.9981,0.9565,0.0,0.0049,123
45,10,0.0371,0.0156,0.9963,0.925,0.0,0.0039,123
45,11,0.0565,0.0317,0.9057,0.8525,0.0,0.0035,113
45,12,0.0331,0.0158,0.997,0.9298,0.0,0.0031,125
45,13,0.0335,0.0186,0.9902,0.9312,0.0,0.0053,124
45,14,0.0499,0.0197,0.9783,0.8811,0.0,0.0064,119
45,15,0.0242,0.0087,0.9984,0.9569,0.0,0.0022,125
45,16,0.0738,0.0294,0.8155,0.7588,0.0,0.0112,102
45,17,0.0718,0.0272,0.8576,0.7439,0.0,0.0072,93
45,18,0.1561,0.0266,0.0288,0.318,0.0,0.0095,31
45,19,0.0206,0.0062,0.998,0.9704,0.0,0.0033,127
45,20,0.0359,0.017,0.9932,0.9026,0.0,0.0032,115
45,21,0.0278,0.0107,0.9979,0.9549,0.0,0.0019,125
45,22,0.0289,0.0079,0.998,0.9369,0.0,0.0026,123
45,23,0.0179,0.0061,0.9982,0.9835,0.0,0.0018,128
45,24,0.0248,0.0064,0.9984,0.9476,0.0,0.0017,121
45,25,0.0201,0.0091,0.998,0.9799,0.0,0.0045,128
45,26,0.0378,0.0124,0.9974,0.9319,0.0,0.0017,127
45,27,0.0183,0.0068,0.9984,0.98,0.0,0.0037,127
45,28,0.0189,0.0064,0.9981,0.9861,0.0,0.0021,128
45,29,0.0282,0.0129,0.9966,0.9577,0.0,0.004,125
45,30,0.0293,0.0119,0.998,0.9456,0.0,0.0039,126
45,31,0.0296,0.0081,0.9981,0.9433,0.0,0.002,122
46,0,0.1397,0.0378,0.1015,0.315,0.0,0.0128,16
46,1,0.1436,0.0511,0.1827,0.2998,0.0,0.0354,11
46,2,0.2,0.037,0.0025,0.0451,0.0,0.1058,0
46,3,0.2199,0.0841,0.043,0.0951,0.0,0.0418,2
46,4,0.1537,0.0419,0.0745,0.2669,0.0,0.0767,10
46,5,0.0764,0.0212,0.8894,0.7665,0.0,0.0176,107
46,6,0.0796,0.0254,0.8364,0.7672,0.0,0.0313,112
46,7,0.0509,0.0182,0.9787,0.8919,0.0,0.0142,126
46,8,0.1482,0.0619,0.205,0.2912,0.0,0.04,3
46,9,0.1049,0.0267,0.4667,0.5849,0.0,0.0183,62
46,10,0.0337,0.0142,0.9955,0.9411,0.0001,0.0063,123
46,11,0.2626,0.0777,0.0007,0.0524,0.0,0.0537,1
46,12,0.092,0.0265,0.7044,0.6575,0.0,0.0324,88
46,13,0.1884,0.0619,0.0419,0.1332,0.0,0.0081,2
46,14,0.0442,0.0134,0.9947,0.9184,0.0,0.0084,126
46,15,0.096,0.02,0.6149,0.6502,0.0001,0.0269,70
46,16,0.0374,0.0121,0.9978,0.913,0.0001,0.0064,117
46,17,0.1169,0.0449,0.4094,0.5043,0.0,0.035,39
46,18,0.0988,0.0184,0.554,0.6418,0.0,0.0065,80
46,19,0.0454,0.0116,0.997,0.8981,0.0,0.0072,120
46,20,0.0693,0.0178,0.953,0.7908,0.0002,0.0094,96
46,21,0.0632,0.017,0.9752,0.8245,0.0,0.0073,112
46,22,0.165,0.0683,0.1655,0.3247,0.0,0.0091,15
46,23,0.08,0.0267,0.803,0.7145,0.0,0.0062,92
46,24,0.0921,0.0243,0.6907,0.6656,0.0,0.006,86
46,25,0.0887,0.0371,0.7665,0.6713,0.0,0.0127,81
46,26,0.0905,0.032,0.741,0.6507,0.0,0.0091,83
46,27,0.0834,0.0287,0.7876,0.7022,0.0,0.0098,87
46,28,0.0779,0.0261,0.8377,0.7246,0.0,0.0096,95
46,29,0.0713,0.0268,0.8808,0.7756,0.0,0.0098,104
46,30,0.1548,0.0351,0.0247,0.298,0.0,0.0677,16
46,31,0.0435,0.0143,0.9924,0.8948,0.0,0.0015,116
47,0,0.0195,0.0066,0.9982,0.99,0.0,0.0055,128
47,1,0.0305,0.0093,0.998,0.9463,0.0,0.0023,126
47,2,0.0615,0.0376,0.9175,0.8452,0.0,0.0033,117
47,3,0.02,0.0068,0.9982,0.9803,0.0,0.0048,127
47,4,0.03,0.0099,0.9979,0.9458,0.0,0.005,124
47,5,0.044,0.014,0.9961,0.8977,0.0,0.007,119
47,6,0.0241,0.0088,0.998,0.9657,0.0,0.0042,125
47,7,0.0338,0.0104,0.9979,0.941,0.0,0.0073,123
47,8,0.0204,0.0074,0.9981,0.9829,0.0,0.0035,127
47,9,0.0302,0.0111,0.998,0.9453,0.0,0.0031,124
47,10,0.0336,0.0103,0.9978,0.9419,0.0,0.0063,127
47,11,0.0243,0.0078,0.9981,0.9742,0.0,0.0049,127
47,12,0.0312,0.0097,0.998,0.9444,0.0,0.0049,123
47,13,0.0277,0.0088,0.998,0.9587,0.0,0.0032,126
47,14,0.0524,0.0172,0.9826,0.8353,0.0,0.003,104
47,15,0.0237,0.0095,0.9981,0.9614,0.0,0.0041,126
47,16,0.1108,0.0547,0.5493,0.5538,0.0,0.0077,34
47,17,0.1239,0.0685,0.4548,0.4811,0.0,0.0084,18
47,18,0.1431,0.0774,0.3496,0.4024,0.0,0.0068,17
47,19,0.1384,0.0703,0.3507,0.4143,0.0,0.002,22
47,20,0.0683,0.031,0.8538,0.799,0.0,0.0077,104
47,21,0.0425,0.0161,0.9944,0.8997,0.0,0.0056,115
47,22,0.1418,0.0796,0.3437,0.3897,0.0,0.0162,11
47,23,0.0379,0.0146,0.9966,0.9055,0.0,0.0037,119
47,24,0.0818,0.0385,0.7456,0.6953,0.0,0.0048,84
47,25,0.0938,0.0573,0.6732,0.677,0.0,0.0333,86
47,26,0.0893,0.0426,0.6821,0.6493,0.0,0.0036,70
47,27,0.045,0.0174,0.9834,0.8969,0.0,0.0063,118
47,28,0.1392,0.0785,0.3599,0.3994,0.0,0.014,11
47,29,0.1229,0.067,0.4995,0.5221,0.0,0.0085,32
47,30,0.1692,0.0685,0.1507,0.2925,0.0,0.0138,22
47,31,0.066,0.0224,0.9384,0.8105,0.0,0.0066,108
48,0,0.2127,0.0646,0.0102,0.0782,0.0,0.0168,3
48,1,0.2302,0.0866,0.0145,0.0826,0.0,0.0177,3
48,2,0.2351,0.0981,0.0238,0.0745,0.0,0.0542,1
48,3,0.2034,0.0842,0.0519,0.1389,0.0,0.017,5
48,4,0.1515,0.0442,0.0721,0.1857,0.0,0.0213,2
48,5,0.1567,0.0472,0.103,0.208,0.0,0.0702,5
48,6,0.2603,0.1131,0.0247,0.0841,0.0,0.0039,2
48,7,0.1799,0.0406,0.0116,0.1041,0.0,0.0707,2
48,8,0.2359,0.1066,0.0277,0.0792,0.0,0.071,1
48,9,0.2126,0.0906,0.0484,0.1281,0.0,0.0103,6
48,10,0.1944,0.0683,0.0355,0.1399,0.0,0.0012,6
48,11,0.2753,0.0835,0.0001,0.0317,0.0,0.0165,2
48,12,0.2435,0.0977,0.0245,0.0884,0.0,0.0496,3
48,13,0.2288,0.0996,0.0292,0.0964,0.0,0.0069,2
48,14,0.2511,0.0727,0.0016,0.0489,0.0,0.0638,2
48,15,0.0656,0.0172,0.9667,0.8287,0.0,0.0206,118
48,16,0.0382,0.0097,0.9979,0.9265,0.0,0.0069,119
48,17,0.2273,0.0565,0.0012,0.0315,0.0,0.0369,1
48,18,0.0373,0.0134,0.9949,0.9401,0.0,0.0139,123
48,19,0.037,0.0121,0.9968,0.9366,0.0,0.0085,121
48,20,0.041,0.0105,0.9981,0.9277,0.0,0.0073,123
48,21,0.0386,0.0104,0.9978,0.9248,0.0,0.0066,118
48,22,0.0268,0.0071,0.9982,0.964,0.0,0.0071,124
48,23,0.071,0.0259,0.9123,0.8519,0.0,0.0168,125
48,24,0.0436,0.0121,0.9962,0.9263,0.0,0.0095,123
48,25,0.0298,0.0092,0.9979,0.9577,0.0,0.0072,123
48,26,0.1813,0.0541,0.0622,0.1031,0.0,0.088,2
48,27,0.0437,0.0106,0.9976,0.9212,0.0,0.0077,120
48,28,0.0398,0.0101,0.9973,0.9385,0.0,0.0093,122
48,29,0.0321,0.0122,0.9946,0.948,0.0,0.0105,121
48,30,0.0274,0.0093,0.9977,0.967,0.0,0.0029,128
48,31,0.2411,0.0864,0.0358,0.0565,0.0,0.1504,0
49,0,0.3133,0.1086,0.0136,0.05,0.0,0.1092,0
49,1,0.2411,0.0743,0.0023,0.0911,0.0,0.0317,3
49,2,0.0501,0.0133,0.9941,0.8723,0.0,0.005,113
49,3,0.0408,0.0169,0.9876,0.9194,0.0,0.011,122
49,4,0.0357,0.0113,0.9982,0.9389,0.0,0.0041,125
49,5,0.0676,0.0416,0.8699,0.8051,0.0001,0.0079,101
49,6,0.039,0.0136,0.9968,0.9197,0.0001,0.0031,120
49,7,0.1026,0.0355,0.5889,0.5735,0.0,0.0044,50
49,8,0.0364,0.0145,0.9939,0.9368,0.0,0.005,124
49,9,0.2362,0.0993,0.0228,0.1411,0.0002,0.0048,5
49,10,0.1718,0.0304,0.0007,0.1792,0.0,0.0248,9
49,11,0.1674,0.0676,0.0924,0.2322,0.0,0.0232,8
49,12,0.0373,0.0135,0.9965,0.9327,0.0001,0.007,122
49,13,0.0328,0.0161,0.9918,0.9444,0.0,0.0084,124
49,14,0.0357,0.0161,0.9939,0.9377,0.0,0.0081,125
49,15,0.0397,0.014,0.9955,0.9072,0.0,0.0027,118
49,16,0.1177,0.0581,0.4695,0.521,0.0001,0.0398,40
49,17,0.0599,0.0253,0.9412,0.8471,0.0,0.0087,115
49,18,0.128,0.0431,0.2036,0.5471,0.0001,0.0056,62
49,19,0.043,0.015,0.9956,0.9198,0.0004,0.0116,123
49,20,0.0492,0.0246,0.9621,0.8929,0.0001,0.007,120
49,21,0.0412,0.0202,0.9747,0.9049,0.0001,0.009,116
49,22,0.3077,0.0843,0.0002,0.0436,0.0,0.0127,3
49,23,0.1738,0.0624,0.0892,0.2632,0.0,0.0151,12
49,24,0.2685,0.0967,0.0222,0.1136,0.0,0.0222,6
49,25,0.0375,0.0128,0.998,0.9192,0.0,0.0092,120
49,26,0.1354,0.0224,0.0332,0.3783,0.0,0.0049,38
49,27,0.0892,0.0193,0.7678,0.7028,0.0001,0.0138,88
49,28,0.0346,0.0101,1.0,0.937,0.0,0.007,123
49,29,0.0507,0.012,0.9972,0.8753,0.0002,0.0105,115
49,30,0.1729,0.0455,0.0321,0.2166,0.0,0.0204,12
49,31,0.2388,0.0714,0.0118,0.1028,0.0,0.0387,3
50,0,0.0699,0.0189,0.9322,0.8146,0.0001,0.0023,104
50,1,0.0836,0.0448,0.7654,0.734,0.0001,0.0132,87
50,2,0.1017,0.0253,0.5547,0.635,0.0,0.0116,76
50,3,0.1415,0.0215,0.0266,0.4847,0.0,0.0079,54
50,4,0.2351,0.0915,0.0024,0.1119,0.0002,0.0666,6
50,5,0.0747,0.0263,0.8224,0.7705,0.0,0.0104,101
50,6,0.1599,0.0548,0.1233,0.3269,0.0,0.0215,28
50,7,0.1363,0.02,0.047,0.4989,0.0,0.0091,57
50,8,0.0688,0.0394,0.8517,0.8099,0.0002,0.0081,103
50,9,0.1367,0.0204,0.021,0.5074,0.0,0.0178,63
50,10,0.1226,0.0224,0.1318,0.5587,0.0,0.013,59
50,11,0.0868,0.0451,0.789,0.7244,0.0001,0.0012,91
50,12,0.058,0.0248,0.9283,0.8534,0.0001,0.0062,118
50,13,0.0509,0.0423,0.9073,0.8961,0.0,0.0078,128
50,14,0.1698,0.0712,0.0472,0.2707,0.0,0.0146,20
50,15,0.2531,0.0881,0.0264,0.1778,0.0,0.011,14
50,16,0.1583,0.044,0.0453,0.316,0.0,0.0202,31
50,17,0.3979,0.121,0.0021,0.0193,0.0,0.1896,0
50,18,0.3043,0.0817,0.0005,0.0271,0.0,0.0863,1
50,19,0.2184,0.0636,0.0101,0.1993,0.0,0.0194,18
50,20,0.3765,0.1025,0.0,0.0166,0.0,0.1297,0
50,21,0.3183,0.0906,0.0001,0.0263,0.0,0.0371,2
50,22,0.1677,0.0608,0.0455,0.2893,0.0005,0.0703,16
50,23,0.3188,0.0472,0.0,0.0132,0.0,0.0225,1
50,24,0.3023,0.0927,0.0001,0.0301,0.0,0.065,1
50,25,0.1692,0.0447,0.0088,0.2413,0.0,0.0302,21
50,26,0.2117,0.0706,0.0041,0.1163,0.0,0.0483,2
50,27,0.1034,0.0243,0.5175,0.6172,0.0,0.0167,85
50,28,0.2117,0.0635,0.0056,0.1651,0.0001,0.0463,9
50,29,0.2492,0.0691,0.0008,0.095,0.0,0.0654,4
50,30,0.2107,0.0834,0.0026,0.1397,0.0001,0.0121,4
50,31,0.1079,0.0324,0.4885,0.5626,0.0001,0.0162,58
51,0,0.0606,0.0159,0.9815,0.8277,0.0,0.0068,108
51,1,0.0738,0.0175,0.9308,0.7441,0.0,0.0063,96
51,2,0.0262,0.009,1.0,0.9729,0.0,0.0041,127
51,3,0.1556,0.0519,0.033,0.2842,0.0,0.0321,19
51,4,0.0396,0.0088,1.0,0.9162,0.0,0.0048,120
51,5,0.0289,0.0092,0.9999,0.9599,0.0,0.0043,126
51,6,0.0262,0.0074,1.0,0.9595,0.0,0.004,123
51,7,0.0289,0.0097,1.0,0.9532,0.0,0.0064,123
51,8,0.0412,0.0097,0.9998,0.89,0.0,0.0037,116
51,9,0.0448,0.0119,0.9996,0.8709,0.0,0.008,111
51,10,0.0375,0.0107,0.9997,0.9305,0.0,0.0056,123
51,11,0.0462,0.0094,0.9999,0.8666,0.0,0.0045,108
51,12,0.0592,0.0169,0.9766,0.8185,0.0001,0.005,107
51,13,0.0336,0.0131,0.9993,0.9569,0.0,0.0043,127
51,14,0.0371,0.0108,1.0,0.9109,0.0,0.0034,120
51,15,0.0283,0.0082,1.0,0.9642,0.0,0.0065,125
51,16,0.169,0.0651,0.127,0.3173,0.0,0.0027,34
51,17,0.1565,0.0575,0.1563,0.3276,0.0,0.0029,34
51,18,0.0519,0.0133,0.9925,0.8639,0.0,0.0059,115
51,19,0.1706,0.0623,0.1104,0.2987,0.0,0.0031,30
51,20,0.1955,0.0752,0.0715,0.2748,0.0,0.0034,30
51,21,0.0486,0.0161,0.9871,0.8876,0.0,0.0053,120
51,22,0.1346,0.0475,0.2591,0.4058,0.0,0.0053,37
51,23,0.0439,0.0143,0.9963,0.9174,0.0,0.0054,123
51,24,0.1927,0.072,0.0684,0.2455,0.0,0.0061,25
51,25,0.1728,0.0442,0.0139,0.3768,0.012,0.0099,35
51,26,0.1737,0.0654,0.1071,0.333,0.0,0.0038,36
51,27,0.0376,0.0127,0.9956,0.9147,0.0,0.0025,121
51,28,0.2438,0.0898,0.0309,0.1965,0.0,0.0076,22
51,29,0.1543,0.0448,0.081,0.275,0.0,0.0028,26
51,30,0.0637,0.0179,0.9551,0.8204,0.0,0.0076,113
51,31,0.1159,0.0427,0.4152,0.4831,0.0,0.0052,46
